"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES"
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-06-15",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-06-16",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-06-17",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-06-18",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-06-19",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-06-20",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-06-21",,,,,,,,,,,,,"1.05",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-06-22",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-06-23",,,,,,,,,,,,,"1.45",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-06-24",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-06-25",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-06-26",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-06-27",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-06-28",,,,,,,,,,,,,"0.12",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-06-29",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-06-30",,,,,,,,,,,,,"0.30",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-07-01",,,,,,,,,,,,,"0.08",",,0,0700","0.0","P,,0","0.0",",,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-07-02",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-07-03",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-07-04",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-07-05",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-07-06",,,,,,,,,,,,,"0.77",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-07-07",,,,,,,,,,,,,"0.18",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-07-08",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-07-09",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-07-10",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-07-11",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-07-12",,,,,,,,,,,,,"0.85",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-07-13",,,,,,,,,,,,,"0.33",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-07-14",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-07-15",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-07-16",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-07-17",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-07-18",,,,,,,,,,,,,"0.21",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-07-19",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-07-20",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-07-21",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-07-22",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-07-23",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-07-24",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-07-25",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-07-26",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-07-27",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-07-28",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-07-29",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-07-30",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-07-31",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-08-01",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0",",,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-08-02",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-08-03",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-08-04",,,,,,,,,,,,,"0.08",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-08-05",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-08-06",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-08-07",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-08-08",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-08-09",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-08-10",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-08-11",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-08-12",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-08-13",,,,,,,,,,,,,"0.60",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-08-14",,,,,,,,,,,,,"0.67",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-08-15",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-08-16",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-08-17",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-08-18",,,,,,,,,,,,,"1.25",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-08-19",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-08-20",,,,,,,,,,,,,"0.24",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-08-21",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-08-22",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-08-23",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-08-24",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-08-25",,,,,,,,,,,,,"0.18",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-08-26",,,,,,,,,,,,,"0.25",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-08-27",,,,,,,,,,,,,"0.03",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-08-28",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-08-29",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-08-30",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-08-31",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-09-01",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0",",,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-09-02",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-09-03",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-09-04",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-09-05",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-09-06",,,,,,,,,,,,,"0.01",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-09-07",,,,,,,,,,,,,"0.31",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-09-08",,,,,,,,,,,,,"0.17",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-09-09",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-09-10",,,,,,,,,,,,,"0.40",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-09-11",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-09-12",,,,,,,,,,,,,"0.01",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-09-13",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-09-14",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-09-15",,,,,,,,,,,,,"2.62",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-09-16",,,,,,,,,,,,,"0.34",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-09-17",,,,,,,,,,,,,"0.00","T,,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-09-18",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-09-19",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-09-20",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-09-21",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-09-22",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-09-23",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-09-24",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-09-25",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-09-26",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-09-27",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-09-28",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-09-29",,,,,,,,,,,,,"0.12",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00142380","EDWARDSVILLE 3 NNW, KS US","39.1","-94.83333","292.6","1987-09-30",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00238524","UNITY VILLAGE, MO US","38.9482","-94.397","287.1","1987-06-12",,,,,,,,,,,,,"0.06",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00238524","UNITY VILLAGE, MO US","38.9482","-94.397","287.1","1987-06-13",,,,,,,,,,,,,"0.70",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00238524","UNITY VILLAGE, MO US","38.9482","-94.397","287.1","1987-06-14",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00238524","UNITY VILLAGE, MO US","38.9482","-94.397","287.1","1987-06-15",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00238524","UNITY VILLAGE, MO US","38.9482","-94.397","287.1","1987-06-16",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00238524","UNITY VILLAGE, MO US","38.9482","-94.397","287.1","1987-06-17",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00238524","UNITY VILLAGE, MO US","38.9482","-94.397","287.1","1987-06-18",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00238524","UNITY VILLAGE, MO US","38.9482","-94.397","287.1","1987-06-19",,,,,,,,,,,,,"0.10",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00238524","UNITY VILLAGE, MO US","38.9482","-94.397","287.1","1987-06-20",,,,,,,,,,,,,"0.46",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00238524","UNITY VILLAGE, MO US","38.9482","-94.397","287.1","1987-06-21",,,,,,,,,,,,,"0.36",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00238524","UNITY VILLAGE, MO US","38.9482","-94.397","287.1","1987-06-22",,,,,,,,,,,,,"0.74",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00238524","UNITY VILLAGE, MO US","38.9482","-94.397","287.1","1987-06-23",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00238524","UNITY VILLAGE, MO US","38.9482","-94.397","287.1","1987-06-24",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00238524","UNITY VILLAGE, MO US","38.9482","-94.397","287.1","1987-06-25",,,,,,,,,,,,,"0.02",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00238524","UNITY VILLAGE, MO US","38.9482","-94.397","287.1","1987-06-26",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00238524","UNITY VILLAGE, MO US","38.9482","-94.397","287.1","1987-06-27",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00238524","UNITY VILLAGE, MO US","38.9482","-94.397","287.1","1987-06-28",,,,,,,,,,,,,"0.03",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00238524","UNITY VILLAGE, MO US","38.9482","-94.397","287.1","1987-06-29",,,,,,,,,,,,,"0.80",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00238524","UNITY VILLAGE, MO US","38.9482","-94.397","287.1","1987-06-30",,,,,,,,,,,,,"0.22",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00238524","UNITY VILLAGE, MO US","38.9482","-94.397","287.1","1987-07-01",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0",",,0",,,,,,,,,,
"USC00238524","UNITY VILLAGE, MO US","38.9482","-94.397","287.1","1987-07-02",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00238524","UNITY VILLAGE, MO US","38.9482","-94.397","287.1","1987-07-03",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00238524","UNITY VILLAGE, MO US","38.9482","-94.397","287.1","1987-07-04",,,,,,,,,,,,,"0.82",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00238524","UNITY VILLAGE, MO US","38.9482","-94.397","287.1","1987-07-05",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00238524","UNITY VILLAGE, MO US","38.9482","-94.397","287.1","1987-07-06",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00238524","UNITY VILLAGE, MO US","38.9482","-94.397","287.1","1987-07-07",,,,,,,,,,,,,"0.84",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00238524","UNITY VILLAGE, MO US","38.9482","-94.397","287.1","1987-07-08",,,,,,,,,,,,,"0.01",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00238524","UNITY VILLAGE, MO US","38.9482","-94.397","287.1","1987-07-09",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
"USC00238524","UNITY VILLAGE, MO US","38.9482","-94.397","287.1","1987-07-10",,,,,,,,,,,,,"0.00",",,0,0700","0.0","P,,0","0.0","P,,0",,,,,,,,,,
